,Questions,Answers,Labels
187,Why is important to perform one's own duty?,"Better is one's own duty, though devoid of merit, than the duty of another well discharged. Better is death in one's own duty; the duty of another is fraught with fear.",1
188,How can we become successful?,"Better is one's own duty, though devoid of merit, than the duty of another well discharged. Better is death in one's own duty; the duty of another is fraught with fear.",1
189,How can we achieve success?,"Better is one's own duty, though devoid of merit, than the duty of another well discharged. Better is death in one's own duty; the duty of another is fraught with fear.",1
190,What did Arjuna ask about sin?,"Arjuna said, ""But what compels man to commit sin, even against his wishes, O Varshneya (Krishna), as if constrained by force?""",1
191,What is the primary cause of sin?,"The Blessed Lord said, ""It is desire and it is anger, both of the quality of Rajas, all-devouring and all-sinful; know this as the foe here in this world.""",1
192,What is desire?,"As fire is enveloped by smoke, as a mirror is covered by dust, and as an embryo is surrounded by the amniotic sac, so is this enveloped by that.",1
193,What is the cause of ignorance?,"As fire is enveloped by smoke, as a mirror is covered by dust, and as an embryo is surrounded by the amniotic sac, so is this enveloped by that.",1
194,Is there any relation between desires and ignorance?,"As fire is enveloped by smoke, as a mirror is covered by dust, and as an embryo is surrounded by the amniotic sac, so is this enveloped by that.",1
195,Can desires be gratified?,"O Arjuna, wisdom is enveloped by this constant enemy of the wise, in the form of desire, which is insatiable like fire.",1
196,Why are desires so hard to satisfy?,"O Arjuna, wisdom is enveloped by this constant enemy of the wise, in the form of desire, which is insatiable like fire.",1
197,How does desire overpowers the Self?,"The senses, the mind, and the intellect are said to be its seat; through these, it deludes the embodied one, veiling their wisdom.",1
198,Why is it important to control the desires?,"Therefore, O best of the Bharatas, control your senses first and then kill this sinful thing, which destroys knowledge and realization.",1
199,"Which is greater, the Self or the intellect?",They say that the senses are superior to the body; the mind is superior to the senses; the intellect is superior to the mind; and He (the Self) is superior even to the intellect.,1
200,How can one control the desires?,"Thus, knowing Him who is superior to the intellect and restraining the self by the Self, slay thou, O mighty-armed Arjuna, the enemy in the form of desire, hard to conquer.",1
201,Whom did Krishna first teach Yoga?,"The Blessed Lord said, ""I taught this imperishable Yoga to Vivasvan; he then told it to Manu; Manu proclaimed it to Ikshvaku.",1
202,How did the knowledge of Yoga get lost?,"This, handed down in regular succession by the royal sages, was known. This Yoga, however, has been lost here over time, O Parantapa (burner of the foes).",1
203,Why was Krishna teaching Yoga to Arjuna?,"That same ancient yoga has been today taught to you by me, for you are my devotee and my friend; it is the supreme secret.",1
204,What was Arjuna's reaction on hearing that Krishna taught Yoga to Vivasvan and other ancestors?,"Arjuna said, ""Later was Thy birth, and prior to it was the birth of Vivasvan (the Sun); how am I to understand that Thou hast taught this Yoga from the beginning?""",1
205,Does God also have multiple births?,"The Blessed Lord said, ""Many births of Mine have passed, as well as of thine, O Arjuna; I know them all, but thou knowest not, O Parantapa (scorcher of foes).""",1
206,What is the concept of Avatar or reincarnation?,"Though I am unborn and of imperishable nature, and though I am the Lord of all beings, yet, governing my own nature, I am born by my own Maya.",1
207,Can God take birth in a human form?,"Though I am unborn and of imperishable nature, and though I am the Lord of all beings, yet, governing my own nature, I am born by my own Maya.",1
208,Is it possible for God to be born on this earth?,"Though I am unborn and of imperishable nature, and though I am the Lord of all beings, yet, governing my own nature, I am born by my own Maya.",1
209,When and why does God incarnate?,"Whenever there is a decline of righteousness and an increase of unrighteousness, O Arjuna, then I manifest Myself.",1
210,Will Sanatana Dharma be eradicated some day?,"Whenever there is a decline of righteousness and an increase of unrighteousness, O Arjuna, then I manifest Myself.",1
211,Can Hinduism be eradicated?,"Whenever there is a decline of righteousness and an increase of unrighteousness, O Arjuna, then I manifest Myself.",1
212,Why does God incarnate?,"For the protection of the good, for the destruction of the wicked, and for the establishment of righteousness, I am born in every age.",1
213,Does God do anything to protect good people?,"For the protection of the good, for the destruction of the wicked, and for the establishment of righteousness, I am born in every age.",1
214,Can good people expect any help from God?,"For the protection of the good, for the destruction of the wicked, and for the establishment of righteousness, I am born in every age.",1
215,What happens to those who know about God's incarnations or Avatars?,"He who thus knows, in their true light, My divine birth and actions, having abandoned the body, is not born again; he comes to Me, O Arjuna.",1
216,Have people actually attained liberation or salvation?,"Freed from attachment, fear, and anger, absorbed in Me, taking refuge in Me, purified by the fire of knowledge, many have attained My Being.",1
217,Is there a single path to attain God?,"In whatever way men approach Me, even so do I reward them; My path do men tread in all ways, O Arjuna.",1
218,What happens to those who perform rituals?,Those who long for success in action in this world sacrifice to the gods; for success is quickly attained by men through action.,1
219,What is the concept of varna or caste?,"The fourfold caste has been created by Me according to the differentiation of Guna and Karma; though I am the author of it, know Me as non-doer and immutable.",1
220,Does God also get bound by his actions?,"Actions do not taint Me, nor do I have a desire for the fruit of actions. He who knows Me thus is not bound by actions.",1
221,Did spiritual seekers of ancient times abstain from work or action?,"Having known this, the ancient seekers of freedom also performed action; therefore, do thou also perform action, as the ancients did in days of yore.",1
